date,home_team,away_team,home_score,away_score,neutral,worldcup
2016-01-03,India,Afghanistan,2,1,0,0
2016-01-16,Gabon,Morocco,0,0,1,0
2016-01-16,Rwanda,Ivory Coast,1,0,0,0
2016-01-17,Angola,Cameroon,0,1,1,0
2016-01-17,Congo DR,Ethiopia,3,0,1,0
2016-01-18,Nigeria,Niger,4,1,1,0
2016-01-18,Tunisia,Guinea,2,2,1,0
2016-01-19,Mali,Uganda,2,2,1,0
2016-01-19,Zimbabwe,Zambia,0,1,1,0
2016-01-20,Morocco,Ivory Coast,0,1,1,0
2016-01-20,Rwanda,Gabon,2,1,0,0
2016-01-21,Cameroon,Ethiopia,0,0,1,0
2016-01-21,Congo DR,Angola,4,2,1,0
2016-01-22,Niger,Guinea,2,2,1,0
2016-01-22,Tunisia,Nigeria,1,1,1,0
2016-01-23,Uganda,Zambia,0,1,1,0
2016-01-23,Zimbabwe,Mali,0,1,1,0
2016-01-24,Ivory Coast,Gabon,4,1,1,0
2016-01-24,Rwanda,Morocco,1,4,0,0
2016-01-25,Cameroon,Congo DR,3,1,1,0
2016-01-25,Ethiopia,Angola,1,2,1,0
2016-01-26,Guinea,Nigeria,1,0,1,0
2016-01-26,Niger,Tunisia,0,5,1,0
2016-01-27,Uganda,Zimbabwe,1,1,1,0
2016-01-27,Zambia,Mali,0,0,1,0
2016-01-30,Cameroon,Ivory Coast,0,3,1,0
2016-01-30,Rwanda,Congo DR,1,2,0,0
2016-01-31,Tunisia,Mali,1,2,1,0
2016-01-31,Zambia,Guinea,0,0,1,0
2016-02-03,Congo DR,Guinea,1,1,1,0
2016-02-04,Mali,Ivory Coast,1,0,1,0
2016-02-07,Congo DR,Mali,3,0,1,0
2016-02-07,Guinea,Ivory Coast,1,2,1,0
2016-03-22,Cuba,Bermuda,2,1,0,0
2016-03-23,Antigua and Barbuda,Aruba,2,1,0,0
2016-03-23,Barbados,Curaçao,1,0,0,0
2016-03-23,Chad,Tanzania,0,1,0,0
2016-03-23,Guadeloupe,Suriname,0,0,0,0
2016-03-23,Guinea-Bissau,Kenya,1,0,0,0
2016-03-23,Martinique,British Virgin Islands,3,0,0,0
2016-03-23,São Tomé and Príncipe,Libya,2,1,0,0
2016-03-23,South Sudan,Benin,1,2,0,0
2016-03-23,Zambia,Congo,1,1,0,0
2016-03-24,Australia,Tajikistan,7,0,0,0
2016-03-24,Bahrain,Yemen,3,0,0,0
2016-03-24,Bolivia,Colombia,2,3,0,0
2016-03-24,Chile,Argentina,1,2,0,0
2016-03-24,China,Maldives,4,0,0,0
2016-03-24,Comoros,Botswana,1,0,0,0
2016-03-24,Djibouti,Liberia,0,1,0,0
2016-03-24,Ecuador,Paraguay,2,2,0,0
2016-03-24,Ghana,Mozambique,3,1,0,0
2016-03-24,Iran,India,4,0,0,0
2016-03-24,Iraq,Thailand,2,2,1,0
2016-03-24,Japan,Afghanistan,5,0,0,0
2016-03-24,Jordan,Bangladesh,8,0,0,0
2016-03-24,Korea Republic,Lebanon,1,0,0,0
2016-03-24,Madagascar,Central African Republic,1,1,0,0
2016-03-24,Oman,Guam,1,0,0,0
2016-03-24,Peru,Venezuela,2,2,0,0
2016-03-24,Qatar,Hong Kong,2,0,0,0
2016-03-24,Saudi Arabia,Malaysia,2,0,0,0
2016-03-24,Syria,Cambodia,6,0,1,0
2016-03-24,United Arab Emirates,Palestine,2,0,0,0
2016-03-24,Uzbekistan,Philippines,1,0,0,0
2016-03-24,Vietnam,Taiwan,4,1,0,0
2016-03-25,Algeria,Ethiopia,7,1,0,0
2016-03-25,Brazil,Uruguay,2,2,0,0
2016-03-25,Canada,Mexico,0,3,0,0
2016-03-25,El Salvador,Honduras,2,2,0,0
2016-03-25,Guatemala,USA,2,0,0,0
2016-03-25,Guinea,Malawi,0,0,0,0
2016-03-25,Haiti,Panama,0,0,0,0
2016-03-25,Ivory Coast,Sudan,1,0,0,0
2016-03-25,Jamaica,Costa Rica,1,1,0,0
2016-03-25,Mali,Equatorial Guinea,1,0,0,0
2016-03-25,Mauritania,Gambia,2,1,0,0
2016-03-25,Nigeria,Egypt,1,1,0,0
2016-03-25,Swaziland,Zimbabwe,1,1,0,0
2016-03-25,Tunisia,Togo,1,0,0,0
2016-03-26,Anguilla,Puerto Rico,0,4,0,0
2016-03-26,Aruba,St. Kitts and Nevis,0,2,0,0
2016-03-26,Bermuda,French Guyana,2,1,0,0
2016-03-26,British Virgin Islands,Dominica,0,7,0,0
2016-03-26,Burkina Faso,Uganda,1,0,0,0
2016-03-26,Burundi,Namibia,1,3,0,0
2016-03-26,Cameroon,South Africa,2,2,0,0
2016-03-26,Cape Verde,Morocco,0,1,0,0
2016-03-26,Congo DR,Angola,2,1,0,0
2016-03-26,Curaçao,Dominican Republic,2,1,0,0
2016-03-26,Mauritius,Rwanda,1,0,0,0
2016-03-26,Senegal,Niger,2,0,0,0
2016-03-26,Seychelles,Lesotho,2,0,0,0
2016-03-26,Sint Maarten,Virgin Islands,1,2,0,0
2016-03-27,Benin,South Sudan,4,1,0,0
2016-03-27,Botswana,Comoros,2,1,0,0
2016-03-27,Congo,Zambia,1,1,0,0
2016-03-27,Kenya,Guinea-Bissau,0,1,0,0
2016-03-27,Mozambique,Ghana,0,0,0,0
2016-03-28,Central African Republic,Madagascar,2,1,0,0
2016-03-28,Equatorial Guinea,Mali,0,1,0,0
2016-03-28,Libya,São Tomé and Príncipe,4,0,1,0
2016-03-29,Afghanistan,Singapore,2,1,1,0
2016-03-29,Angola,Congo DR,0,2,0,0
2016-03-29,Argentina,Bolivia,2,0,0,0
2016-03-29,Australia,Jordan,5,1,0,0
2016-03-29,China,Qatar,2,0,0,0
2016-03-29,Colombia,Ecuador,3,0,0,0
2016-03-29,Costa Rica,Jamaica,3,0,0,0
2016-03-29,Dominica,Martinique,1,4,0,0
2016-03-29,Dominican Republic,Barbados,2,0,0,0
2016-03-29,Egypt,Nigeria,1,0,0,0
2016-03-29,Ethiopia,Algeria,3,3,0,0
2016-03-29,French Guyana,Cuba,3,0,0,0
2016-03-29,Gambia,Mauritania,0,0,0,0
2016-03-29,Honduras,El Salvador,2,0,0,0
2016-03-29,India,Turkmenistan,1,2,0,0
2016-03-29,Iran,Oman,2,0,0,0
2016-03-29,Iraq,Vietnam,1,0,1,0
2016-03-29,Japan,Syria,5,0,0,0
2016-03-29,Lebanon,Burma,1,1,0,0
2016-03-29,Lesotho,Seychelles,2,1,0,0
2016-03-29,Liberia,Djibouti,5,0,0,0
2016-03-29,Malawi,Guinea,1,2,0,0
2016-03-29,Maldives,Bhutan,4,2,0,0
2016-03-29,Mexico,Canada,2,0,0,0
2016-03-29,Morocco,Cape Verde,2,0,0,0
2016-03-29,Namibia,Burundi,1,3,0,0
2016-03-29,Niger,Senegal,1,2,0,0
2016-03-29,Palestine,East Timor,7,0,0,0
2016-03-29,Panama,Haiti,1,0,0,0
2016-03-29,Paraguay,Brazil,2,2,0,0
2016-03-29,Philippines,Korea DPR,3,2,0,0
2016-03-29,Rwanda,Mauritius,5,0,0,0
2016-03-29,South Africa,Cameroon,0,0,0,0
2016-03-29,St. Kitts and Nevis,Antigua and Barbuda,1,0,0,0
2016-03-29,Sudan,Ivory Coast,1,1,0,0
2016-03-29,Suriname,Guadeloupe,3,2,0,0
2016-03-29,Tajikistan,Kyrgyzstan,0,1,0,0
2016-03-29,Togo,Tunisia,0,0,0,0
2016-03-29,Uganda,Burkina Faso,0,0,0,0
2016-03-29,United Arab Emirates,Saudi Arabia,1,1,0,0
2016-03-29,Uruguay,Peru,1,0,0,0
2016-03-29,USA,Guatemala,4,0,0,0
2016-03-29,Uzbekistan,Bahrain,1,0,0,0
2016-03-29,Venezuela,Chile,1,4,0,0
2016-03-29,Virgin Islands,Grenada,1,2,0,0
2016-05-28,New Zealand,Fiji,3,1,1,0
2016-05-28,Vanuatu,Solomon Islands,0,1,1,0
2016-05-29,Lithuania,Estonia,2,0,0,0
2016-05-29,Papua New Guinea,New Caledonia,1,1,0,0
2016-05-29,Tahiti,Samoa,4,0,1,0
2016-05-29,Abkhazia,Chagos Islands,9,0,1,0
2016-05-29,Iraqi Kurdistan,Székely Land,3,0,1,0
2016-05-29,Padania,Northern Cyprus,1,2,1,0
2016-05-29,Sápmi,Somaliland,5,0,1,0
2016-05-30,Chagos Islands,Western Armenia,0,12,1,0
2016-05-30,United Koreans in Japan,Székely Land,1,0,1,0
2016-05-30,Raetia,Padania,0,6,1,0
2016-05-30,Sápmi,Panjab,0,1,1,0
2016-05-31,Solomon Islands,Fiji,0,1,1,0
2016-05-31,Vanuatu,New Zealand,0,5,1,0
2016-05-31,Abkhazia,Western Armenia,1,0,1,0
2016-05-31,United Koreans in Japan,Iraqi Kurdistan,0,3,1,0
2016-05-31,Northern Cyprus,Raetia,7,0,1,0
2016-05-31,Somaliland,Panjab,0,5,1,0
2016-06-01,Curaçao,Guyana,5,2,0,0
2016-06-01,Grenada,Puerto Rico,3,3,0,0
2016-06-01,Latvia,Lithuania,2,1,0,0
2016-06-01,Martinique,Guadeloupe,2,0,0,0
2016-06-01,New Caledonia,Samoa,7,0,1,0
2016-06-01,Papua New Guinea,Tahiti,2,2,0,0
2016-06-01,St. Kitts and Nevis,Suriname,1,0,0,0
2016-06-01,United Koreans in Japan,Northern Cyprus,1,1,1,0
2016-06-01,Abkhazia,Sápmi,2,0,1,0
2016-06-02,Laos,India,0,1,0,0
2016-06-02,Malaysia,East Timor,3,0,0,0
2016-06-02,Maldives,Yemen,0,2,0,0
2016-06-02,Seychelles,Algeria,0,2,0,0
2016-06-02,Tajikistan,Bangladesh,5,0,0,0
2016-06-02,Iraqi Kurdistan,Padania,2,2,1,0
2016-06-02,Western Armenia,Panjab,2,3,1,0
2016-06-02,Chagos Islands,Somaliland,2,3,1,0
2016-06-02,Székely Land,Raetia,7,0,1,0
2016-06-03,Bosnia-Herzegovina,Denmark,2,2,1,0
2016-06-03,Djibouti,Tunisia,0,3,0,0
2016-06-03,Japan,Bulgaria,7,2,0,0
2016-06-03,Libya,Morocco,1,1,1,0
2016-06-03,Mauritania,Cameroon,0,1,0,0
2016-06-03,Sierra Leone,Sudan,1,0,0,0
2016-06-03,Thailand,Syria,2,2,0,0
2016-06-03,United Arab Emirates,Jordan,1,3,1,0
2016-06-03,USA,Colombia,0,2,0,0
2016-06-03,United Koreans in Japan,Sápmi,1,2,1,0
2016-06-03,Iraqi Kurdistan,Western Armenia,0,0,1,0
2016-06-03,Chagos Islands,Raetia,3,3,1,0
2016-06-03,Somaliland,Székely Land,7,0,1,0
2016-06-04,Botswana,Uganda,1,2,0,0
2016-06-04,Brazil,Ecuador,0,0,1,0
2016-06-04,Costa Rica,Paraguay,0,0,1,0
2016-06-04,Estonia,Latvia,0,0,0,0
2016-06-04,Fiji,Vanuatu,2,3,1,0
2016-06-04,Gambia,South Africa,0,4,0,0
2016-06-04,Guadeloupe,Dominica,2,1,0,0
2016-06-04,Haiti,Peru,0,1,1,0
2016-06-04,New Zealand,Solomon Islands,1,0,1,0
2016-06-04,Rwanda,Mozambique,2,3,0,0
2016-06-04,South Sudan,Mali,0,3,0,0
2016-06-04,Tanzania,Egypt,0,2,0,0
2016-06-04,Virgin Islands,Guyana,0,7,0,0
2016-06-04,Abkhazia,Northern Cyprus,2,0,1,0
2016-06-04,Padania,Panjab,1,0,1,0
2016-06-04,United Koreans in Japan,Iraqi Kurdistan,1,1,1,0
2016-06-04,Sápmi,Western Armenia,3,0,1,0
2016-06-05,Central African Republic,Angola,3,0,0,0
2016-06-05,Comoros,Burkina Faso,0,1,0,0
2016-06-05,Jamaica,Venezuela,0,1,1,0
2016-06-05,Kenya,Congo,2,1,0,0
2016-06-05,Lesotho,Ethiopia,1,2,0,0
2016-06-05,Liberia,Togo,2,2,0,0
2016-06-05,Madagascar,Congo DR,1,6,0,0
2016-06-05,Mauritius,Ghana,0,2,0,0
2016-06-05,Mexico,Uruguay,3,1,1,0
2016-06-05,Papua New Guinea,Samoa,8,0,0,0
2016-06-05,Swaziland,Guinea,1,0,0,0
2016-06-05,Tahiti,New Caledonia,1,1,1,0
2016-06-05,Thailand,Jordan,2,0,0,0
2016-06-05,United Arab Emirates,Syria,0,1,1,0
2016-06-05,Zimbabwe,Malawi,3,0,0,0
2016-06-05,Padania,Northern Cyprus,0,2,1,0
2016-06-05,Abkhazia,Panjab,1,1,1,0
2016-06-06,Argentina,Chile,2,1,1,0
2016-06-06,Malaysia,East Timor,3,0,0,0
2016-06-06,Panama,Bolivia,2,1,1,0
2016-06-07,Bangladesh,Tajikistan,0,1,0,0
2016-06-07,Bulgaria,Denmark,0,4,1,0
2016-06-07,Cambodia,Taiwan,2,0,0,0
2016-06-07,Colombia,Paraguay,2,1,1,0
2016-06-07,Curaçao,Virgin Islands,7,0,0,0
2016-06-07,Dominican Republic,French Guyana,2,1,0,0
2016-06-07,India,Laos,6,1,0,0
2016-06-07,Japan,Bosnia-Herzegovina,1,2,0,0
2016-06-07,St. Vincent and the Grenadines,St. Kitts and Nevis,0,1,0,0
2016-06-07,USA,Costa Rica,4,0,0,0
2016-06-07,Yemen,Maldives,2,0,1,0
2016-06-08,Brazil,Haiti,7,1,1,0
2016-06-08,Ecuador,Peru,2,2,1,0
2016-06-08,New Zealand,New Caledonia,1,0,1,0
2016-06-08,Papua New Guinea,Solomon Islands,2,1,0,0
2016-06-09,Mexico,Jamaica,2,0,1,0
2016-06-09,Uruguay,Venezuela,0,1,1,0
2016-06-10,Argentina,Panama,5,0,1,0
2016-06-10,Chile,Bolivia,2,1,1,0
2016-06-10,France,Romania,2,1,0,0
2016-06-11,Albania,Switzerland,0,1,1,0
2016-06-11,Colombia,Costa Rica,2,3,1,0
2016-06-11,England,Russia,1,1,1,0
2016-06-11,Papua New Guinea,New Zealand,0,0,0,0
2016-06-11,Seychelles,Madagascar,0,1,1,0
2016-06-11,USA,Paraguay,1,0,0,0
2016-06-11,Wales,Slovakia,2,1,1,0
2016-06-11,Zimbabwe,Swaziland,2,2,1,0
2016-06-12,Benin,Equatorial Guinea,2,1,0,0
2016-06-12,Brazil,Peru,0,1,1,0
2016-06-12,Ecuador,Haiti,4,0,1,0
2016-06-12,Germany,Ukraine,2,0,1,0
2016-06-12,Lesotho,Mauritius,3,0,1,0
2016-06-12,Malawi,Angola,3,0,1,0
2016-06-12,Poland,Northern Ireland,1,0,1,0
2016-06-12,Turkey,Croatia,0,1,1,0
2016-06-13,Belgium,Italy,0,2,1,0
2016-06-13,Ireland,Sweden,1,1,1,0
2016-06-13,Madagascar,Zimbabwe,0,0,1,0
2016-06-13,Mexico,Venezuela,1,1,1,0
2016-06-13,Spain,Czech Republic,1,0,1,0
2016-06-13,Swaziland,Seychelles,4,0,1,0
2016-06-13,Uruguay,Jamaica,3,0,1,0
2016-06-14,Angola,Lesotho,0,2,1,0
2016-06-14,Argentina,Bolivia,3,0,1,0
2016-06-14,Austria,Hungary,0,2,1,0
2016-06-14,Chile,Panama,4,2,1,0
2016-06-14,Mauritius,Malawi,0,1,1,0
2016-06-14,Portugal,Iceland,1,1,1,0
2016-06-15,France,Albania,2,0,0,0
2016-06-15,Romania,Switzerland,1,1,1,0
2016-06-15,Russia,Slovakia,1,2,1,0
2016-06-15,Swaziland,Madagascar,1,0,1,0
2016-06-15,Zimbabwe,Seychelles,5,0,1,0
2016-06-16,Angola,Mauritius,0,2,1,0
2016-06-16,England,Wales,2,1,1,0
2016-06-16,Germany,Poland,0,0,1,0
2016-06-16,Malawi,Lesotho,0,1,1,0
2016-06-16,Ukraine,Northern Ireland,0,2,1,0
2016-06-16,USA,Ecuador,2,1,0,0
2016-06-17,Czech Republic,Croatia,2,2,1,0
2016-06-17,Italy,Sweden,1,0,1,0
2016-06-17,Peru,Colombia,0,0,1,0
2016-06-17,Spain,Turkey,3,0,1,0
2016-06-18,Argentina,Venezuela,4,1,1,0
2016-06-18,Belgium,Ireland,3,0,1,0
2016-06-18,Iceland,Hungary,1,1,1,0
2016-06-18,Mexico,Chile,0,7,1,0
2016-06-18,Namibia,Botswana,1,1,0,0
2016-06-18,Portugal,Austria,0,0,1,0
2016-06-18,South Africa,Lesotho,1,1,1,0
2016-06-19,Congo DR,Mozambique,1,0,1,0
2016-06-19,France,Switzerland,0,0,0,0
2016-06-19,French Guyana,Bermuda,3,0,0,0
2016-06-19,Romania,Albania,0,1,1,0
2016-06-19,Zambia,Swaziland,0,0,1,0
2016-06-20,Russia,Wales,0,3,1,0
2016-06-20,Slovakia,England,0,0,1,0
2016-06-21,Croatia,Spain,2,1,1,0
2016-06-21,Czech Republic,Turkey,0,2,1,0
2016-06-21,Lesotho,Zambia,2,3,1,0
2016-06-21,Namibia,Mozambique,3,0,0,0
2016-06-21,Northern Ireland,Germany,0,1,1,0
2016-06-21,Ukraine,Poland,0,1,1,0
2016-06-21,USA,Argentina,0,4,0,0
2016-06-22,Botswana,Congo DR,0,0,1,0
2016-06-22,Colombia,Chile,0,2,1,0
2016-06-22,Hungary,Portugal,3,3,1,0
2016-06-22,Iceland,Austria,2,1,1,0
2016-06-22,Italy,Ireland,0,1,1,0
2016-06-22,South Africa,Swaziland,5,1,1,0
2016-06-22,Sweden,Belgium,0,1,1,0
2016-06-24,Namibia,Zambia,1,0,0,0
2016-06-25,Croatia,Portugal,0,1,1,0
2016-06-25,South Africa,Botswana,3,2,1,0
2016-06-25,Swaziland,Congo DR,1,0,1,0
2016-06-25,Switzerland,Poland,1,1,1,0
2016-06-25,USA,Colombia,0,1,0,0
2016-06-25,Wales,Northern Ireland,1,0,1,0
2016-06-26,Argentina,Chile,0,0,1,0
2016-06-26,France,Ireland,2,1,0,0
2016-06-26,Germany,Slovakia,3,0,1,0
2016-06-26,Hungary,Belgium,0,4,1,0
2016-06-27,England,Iceland,1,2,1,0
2016-06-27,Italy,Spain,2,0,1,0
2016-06-30,Macau,Mongolia,2,2,1,0
2016-06-30,Poland,Portugal,1,1,1,0
2016-07-01,Wales,Belgium,3,1,1,0
2016-07-02,Germany,Italy,1,1,1,0
2016-07-02,Mongolia,Taiwan,0,2,1,0
2016-07-02,Northern Mariana Islands,Macau,1,3,1,0
2016-07-03,France,Iceland,5,2,0,0
2016-07-04,Northern Mariana Islands,Mongolia,0,8,1,0
2016-07-06,Portugal,Wales,2,0,1,0
2016-07-07,France,Germany,2,0,0,0
2016-07-10,France,Portugal,0,1,0,0
2016-09-01,Argentina,Uruguay,1,0,0,0
2016-09-01,Australia,Iraq,2,0,0,0
2016-09-01,Bolivia,Peru,0,3,0,0
2016-09-01,Colombia,Venezuela,2,0,0,0
2016-09-01,Ecuador,Brazil,0,3,0,0
2016-09-01,Iran,Qatar,2,0,0,0
2016-09-01,Japan,United Arab Emirates,1,2,0,0
2016-09-01,Korea Republic,China,3,2,0,0
2016-09-01,Paraguay,Chile,2,1,0,0
2016-09-01,Saudi Arabia,Thailand,1,0,0,0
2016-09-01,Uzbekistan,Syria,1,0,0,0
2016-09-02,El Salvador,Mexico,1,3,0,0
2016-09-02,Haiti,Costa Rica,0,1,0,0
2016-09-02,Honduras,Canada,2,1,0,0
2016-09-02,Panama,Jamaica,2,0,0,0
2016-09-02,South Africa,Mauritania,1,1,0,0
2016-09-02,St. Vincent and the Grenadines,USA,0,6,0,0
2016-09-02,Trinidad and Tobago,Guatemala,2,2,0,0
2016-09-03,Angola,Madagascar,1,1,0,0
2016-09-03,Cameroon,Gambia,2,0,0,0
2016-09-03,Cape Verde,Libya,0,1,0,0
2016-09-03,Ethiopia,Seychelles,2,1,0,0
2016-09-03,Ghana,Rwanda,1,1,0,0
2016-09-03,Ivory Coast,Sierra Leone,1,1,0,0
2016-09-03,Mozambique,Mauritius,1,0,0,0
2016-09-03,Nigeria,Tanzania,1,0,0,0
2016-09-03,Senegal,Namibia,2,0,0,0
2016-09-04,Algeria,Lesotho,6,0,0,0
2016-09-04,Burkina Faso,Botswana,2,1,0,0
2016-09-04,Congo,Guinea-Bissau,1,0,0,0
2016-09-04,Congo DR,Central African Republic,4,1,0,0
2016-09-04,Czech Republic,Northern Ireland,0,0,0,0
2016-09-04,Denmark,Armenia,1,0,0,0
2016-09-04,Equatorial Guinea,South Sudan,4,0,0,0
2016-09-04,Kazakhstan,Poland,2,2,0,0
2016-09-04,Lithuania,Slovenia,2,2,0,0
2016-09-04,Malawi,Swaziland,1,0,0,0
2016-09-04,Malta,Scotland,1,5,0,0
2016-09-04,Norway,Germany,0,3,0,0
2016-09-04,Romania,Montenegro,1,1,0,0
2016-09-04,San Marino,Azerbaijan,0,1,0,0
2016-09-04,Slovakia,England,0,1,0,0
2016-09-04,Tunisia,Liberia,4,1,0,0
2016-09-04,Uganda,Comoros,1,0,0,0
2016-09-04,Zambia,Kenya,1,1,0,0
2016-09-05,Albania,Macedonia,2,1,0,0
2016-09-05,Croatia,Turkey,1,1,0,0
2016-09-05,Finland,Kosovo,1,1,0,0
2016-09-05,Georgia,Austria,1,2,0,0
2016-09-05,Israel,Italy,1,3,0,0
2016-09-05,Serbia,Ireland,2,2,0,0
2016-09-05,Spain,Liechtenstein,8,0,0,0
2016-09-05,Ukraine,Iceland,1,1,0,0
2016-09-05,Wales,Moldova,4,0,0,0
2016-09-06,Andorra,Latvia,0,1,0,0
2016-09-06,Bangladesh,Bhutan,0,0,0,0
2016-09-06,Belarus,France,0,0,0,0
2016-09-06,Bosnia-Herzegovina,Estonia,5,0,0,0
2016-09-06,Brazil,Colombia,2,1,0,0
2016-09-06,Bulgaria,Luxembourg,4,3,0,0
2016-09-06,Canada,El Salvador,3,1,0,0
2016-09-06,Chile,Bolivia,3,0,0,0
2016-09-06,China,Iran,0,0,0,0
2016-09-06,Costa Rica,Panama,3,1,0,0
2016-09-06,Cyprus,Belgium,0,3,0,0
2016-09-06,Faroe Islands,Hungary,0,0,0,0
2016-09-06,Gibraltar,Greece,1,4,1,0
2016-09-06,Iraq,Saudi Arabia,1,2,1,0
2016-09-06,Jamaica,Haiti,0,2,0,0
2016-09-06,Maldives,Laos,4,0,0,0
2016-09-06,Mexico,Honduras,0,0,0,0
2016-09-06,Peru,Ecuador,2,1,0,0
2016-09-06,Qatar,Uzbekistan,0,1,0,0
2016-09-06,Sweden,Netherlands,1,1,0,0
2016-09-06,Switzerland,Portugal,2,0,0,0
2016-09-06,Syria,Korea Republic,0,0,1,0
2016-09-06,Thailand,Japan,0,2,0,0
2016-09-06,United Arab Emirates,Australia,0,1,0,0
2016-09-06,Uruguay,Paraguay,4,0,0,0
2016-09-06,USA,Trinidad and Tobago,4,0,0,0
2016-09-06,Venezuela,Argentina,2,2,0,0
2016-10-05,Curaçao,Antigua and Barbuda,3,0,0,0
2016-10-05,Trinidad and Tobago,Dominican Republic,4,0,0,0
2016-10-06,Austria,Wales,2,2,0,0
2016-10-06,Brazil,Bolivia,5,0,0,0
2016-10-06,China,Syria,0,1,0,0
2016-10-06,Ecuador,Chile,3,0,0,0
2016-10-06,Iceland,Finland,3,2,0,0
2016-10-06,Ireland,Georgia,1,0,0,0
2016-10-06,Italy,Spain,1,1,0,0
2016-10-06,Japan,Iraq,2,1,0,0
2016-10-06,Korea Republic,Qatar,3,2,0,0
2016-10-06,Kosovo,Croatia,0,6,1,0
2016-10-06,Liechtenstein,Albania,0,2,0,0
2016-10-06,Macedonia,Israel,1,2,0,0
2016-10-06,Moldova,Serbia,0,3,0,0
2016-10-06,Paraguay,Colombia,0,1,0,0
2016-10-06,Peru,Argentina,2,2,0,0
2016-10-06,Saudi Arabia,Australia,2,2,0,0
2016-10-06,Turkey,Ukraine,2,2,0,0
2016-10-06,United Arab Emirates,Thailand,3,1,0,0
2016-10-06,Uruguay,Venezuela,3,0,0,0
2016-10-06,Uzbekistan,Iran,0,1,0,0
2016-10-07,Belgium,Bosnia-Herzegovina,4,0,0,0
2016-10-07,Estonia,Gibraltar,4,0,0,0
2016-10-07,France,Bulgaria,4,1,0,0
2016-10-07,Ghana,Uganda,0,0,0,0
2016-10-07,Greece,Cyprus,2,0,0,0
2016-10-07,Hungary,Switzerland,2,3,0,0
2016-10-07,Latvia,Faroe Islands,0,2,0,0
2016-10-07,Luxembourg,Sweden,0,1,0,0
2016-10-07,Netherlands,Belarus,4,1,0,0
2016-10-07,Portugal,Andorra,6,0,0,0
2016-10-08,Armenia,Romania,0,5,0,0
2016-10-08,Azerbaijan,Norway,1,0,0,0
2016-10-08,Burkina Faso,South Africa,1,1,0,0
2016-10-08,Congo DR,Libya,4,0,0,0
2016-10-08,Dominican Republic,Martinique,1,2,0,0
2016-10-08,England,Malta,2,0,0,0
2016-10-08,French Guyana,St. Kitts and Nevis,1,0,0,0
2016-10-08,Gabon,Morocco,0,0,0,0
2016-10-08,Germany,Czech Republic,3,0,0,0
2016-10-08,Ivory Coast,Mali,3,1,0,0
2016-10-08,Montenegro,Kazakhstan,5,0,0,0
