date,home_team,away_team,home_score,away_score,neutral,worldcup
2017-11-14,China,Colombia,0,4,0,0
2017-11-14,England,Brazil,0,0,0,0
2017-11-14,Gabon,Botswana,0,0,0,0
2017-11-14,Germany,France,2,2,0,0
2017-11-14,Hong Kong,Lebanon,0,1,0,0
2017-11-14,Hungary,Costa Rica,1,0,0,0
2017-11-14,India,Burma,2,2,0,0
2017-11-14,Ireland,Denmark,1,5,0,0
2017-11-14,Korea Republic,Serbia,1,1,0,0
2017-11-14,Macau,Kyrgyzstan,3,4,0,0
2017-11-14,Nepal,Philippines,0,0,0,0
2017-11-14,Palestine,Maldives,8,1,0,0
2017-11-14,Portugal,USA,1,1,0,0
2017-11-14,Qatar,Iceland,1,1,0,0
2017-11-14,Romania,Netherlands,0,3,0,0
2017-11-14,Russia,Spain,3,3,0,0
2017-11-14,Senegal,South Africa,2,1,0,0
2017-11-14,Singapore,Bahrain,0,3,0,0
2017-11-14,Slovakia,Norway,1,0,0,0
2017-11-14,Tajikistan,Yemen,0,0,0,0
2017-11-14,Trinidad and Tobago,Guyana,1,1,0,0
2017-11-14,Turkmenistan,Taiwan,2,1,0,0
2017-11-14,United Arab Emirates,Uzbekistan,1,0,0,0
2017-11-14,Vietnam,Afghanistan,0,0,0,0
2017-11-14,Wales,Panama,1,1,0,0
2017-11-15,Australia,Honduras,3,1,0,0
2017-11-15,Peru,New Zealand,2,0,0,0
2017-11-18,Fiji,Estonia,0,2,0,0
2017-11-22,Vanuatu,Estonia,0,1,0,0
2017-11-25,Indonesia,Guyana,2,1,0,0
2017-11-26,New Caledonia,Estonia,1,1,0,0
2017-12-01,Laos,Philippines,1,3,1,0
2017-12-02,Fiji,Tuvalu,8,0,1,0
2017-12-02,Indonesia,Brunei,4,0,0,0
2017-12-02,Kyrgyzstan,Mongolia,3,0,1,0
2017-12-02,Tonga,Solomon Islands,0,8,1,0
2017-12-03,Kenya,Rwanda,2,0,0,0
2017-12-03,Laos,East Timor,2,1,1,0
2017-12-03,Libya,Tanzania,0,0,1,0
2017-12-03,St. Kitts and Nevis,Grenada,1,0,0,0
2017-12-03,Taiwan,Philippines,3,0,0,0
2017-12-04,Brunei,Kyrgyzstan,0,4,1,0
2017-12-04,Indonesia,Mongolia,3,2,0,0
2017-12-04,Taiwan,East Timor,3,1,0,0
2017-12-04,Uganda,Burundi,0,0,1,0
2017-12-05,East Timor,Philippines,1,0,1,0
2017-12-05,Kenya,Libya,0,0,0,0
2017-12-05,South Sudan,Ethiopia,0,3,1,0
2017-12-05,Taiwan,Laos,2,0,0,0
2017-12-05,Zanzibar,Rwanda,3,1,1,0
2017-12-06,Indonesia,Kyrgyzstan,0,1,0,0
2017-12-06,Solomon Islands,Fiji,0,0,1,0
2017-12-06,Vanuatu,Tonga,5,0,0,0
2017-12-07,Burundi,Ethiopia,4,1,1,0
2017-12-07,Rwanda,Libya,0,0,1,0
2017-12-07,Tanzania,Zanzibar,1,2,1,0
2017-12-08,Uganda,South Sudan,5,1,1,0
2017-12-09,Japan,Korea DPR,1,0,0,0
2017-12-09,Kenya,Zanzibar,0,0,0,0
2017-12-09,Korea Republic,China,2,2,1,0
2017-12-09,Rwanda,Tanzania,2,1,1,0
2017-12-09,Solomon Islands,Tuvalu,6,0,1,0
2017-12-09,Vanuatu,Fiji,1,1,0,0
2017-12-10,Ethiopia,Uganda,1,1,1,0
2017-12-11,Kenya,Tanzania,1,0,0,0
2017-12-11,Libya,Zanzibar,1,0,1,0
2017-12-11,South Sudan,Burundi,0,0,1,0
2017-12-12,Fiji,Tonga,4,0,1,0
2017-12-12,Japan,China,2,1,0,0
2017-12-12,Korea DPR,Korea Republic,0,1,1,0
2017-12-12,Vanuatu,Tuvalu,10,0,0,0
2017-12-14,Kenya,Burundi,1,0,0,0
2017-12-14,Qatar,Liechtenstein,1,2,0,0
2017-12-15,Tuvalu,Tonga,4,3,1,0
2017-12-15,Uganda,Zanzibar,1,2,1,0
2017-12-15,Vanuatu,Solomon Islands,3,2,0,0
2017-12-16,China,Korea DPR,1,1,1,0
2017-12-16,Japan,Korea Republic,1,4,0,0
2017-12-17,Burundi,Uganda,1,2,1,0
2017-12-17,Kenya,Zanzibar,2,2,0,0
2017-12-18,Bahrain,Kuwait,0,0,0,0
2017-12-22,Kuwait,Saudi Arabia,1,2,0,0
2017-12-22,Oman,United Arab Emirates,0,1,1,0
2017-12-23,Bahrain,Iraq,1,1,1,0
2017-12-23,Qatar,Yemen,4,0,1,0
2017-12-25,Jordan,Libya,1,1,0,0
2017-12-25,Kuwait,Oman,0,1,0,0
2017-12-25,United Arab Emirates,Saudi Arabia,0,0,1,0
2017-12-26,Iraq,Qatar,2,1,1,0
2017-12-26,Yemen,Bahrain,0,1,1,0
2017-12-28,Kuwait,United Arab Emirates,0,0,0,0
2017-12-28,Saudi Arabia,Oman,0,2,1,0
2017-12-29,Iraq,Yemen,3,0,1,0
2017-12-29,Qatar,Bahrain,1,1,1,0
2018-01-02,Iraq,United Arab Emirates,0,0,1,0
2018-01-02,Oman,Bahrain,1,0,1,0
2018-01-05,Oman,United Arab Emirates,0,0,1,0
2018-01-07,Estonia,Sweden,1,1,1,0
2018-01-11,Denmark,Sweden,0,1,1,0
2018-01-11,Indonesia,Iceland,0,6,0,0
2018-01-11,Jordan,Finland,1,2,1,0
2018-01-14,Indonesia,Iceland,1,4,0,0
2018-01-27,Moldova,Korea Republic,0,1,1,0
2018-01-28,USA,Bosnia-Herzegovina,0,0,0,0
2018-01-30,Azerbaijan,Moldova,0,0,1,0
2018-01-30,Jamaica,Korea Republic,2,2,1,0
2018-01-31,Mexico,Bosnia-Herzegovina,1,0,1,0
2018-02-03,Latvia,Korea Republic,0,1,1,0
2018-02-26,Saudi Arabia,Moldova,3,0,0,0
2018-02-28,Iraq,Saudi Arabia,4,1,0,0
2018-03-17,Iran,Sierra Leone,4,0,0,0
2018-03-21,Andorra,Liechtenstein,1,0,1,0
2018-03-21,Antigua and Barbuda,Bermuda,3,2,0,0
2018-03-21,Iraq,Qatar,2,3,0,0
2018-03-21,Jordan,Kuwait,1,0,0,0
2018-03-21,Laos,Cambodia,0,1,0,0
2018-03-21,Madagascar,Togo,0,0,1,0
2018-03-21,South Africa,Angola,1,1,1,0
2018-03-21,Tahiti,New Caledonia,0,0,0,0
2018-03-21,Zambia,Zimbabwe,2,2,0,0
2018-03-22,Algeria,Tanzania,4,1,0,0
2018-03-22,Bahrain,Palestine,0,0,0,0
2018-03-22,Belize,Grenada,4,2,0,0
2018-03-22,Burkina Faso,Guinea-Bissau,2,0,1,0
2018-03-22,China,Wales,0,6,0,0
2018-03-22,Denmark,Panama,1,0,0,0
2018-03-22,Dominican Republic,Turks and Caicos Islands,4,0,0,0
2018-03-22,Faroe Islands,Latvia,1,1,1,0
2018-03-22,Kyrgyzstan,Burma,5,1,1,0
2018-03-22,Macau,Mauritius,0,1,0,0
2018-03-22,Malaysia,Mongolia,2,2,0,0
2018-03-22,Malta,Luxembourg,0,1,0,0
2018-03-22,Nicaragua,Cuba,3,1,0,0
2018-03-22,Philippines,Fiji,3,2,0,0
2018-03-22,Slovakia,United Arab Emirates,2,1,1,0
2018-03-22,Thailand,Gabon,0,0,0,0
2018-03-23,Austria,Slovenia,3,0,0,0
2018-03-23,Azerbaijan,Belarus,0,1,0,0
2018-03-23,Bulgaria,Bosnia-Herzegovina,0,1,0,0
2018-03-23,Curaçao,Bolivia,1,1,0,0
2018-03-23,Cyprus,Montenegro,0,0,0,0
2018-03-23,Finland,Macedonia,0,0,1,0
2018-03-23,France,Colombia,2,3,0,0
2018-03-23,Gambia,Central African Republic,1,1,0,0
2018-03-23,Germany,Spain,1,1,0,0
2018-03-23,Greece,Switzerland,0,1,0,0
2018-03-23,Guadeloupe,Trinidad and Tobago,0,1,0,0
2018-03-23,Hungary,Kazakhstan,2,3,0,0
2018-03-23,Italy,Argentina,0,2,1,0
2018-03-23,Japan,Mali,1,1,1,0
2018-03-23,Mexico,Iceland,3,0,1,0
2018-03-23,Netherlands,England,0,1,0,0
2018-03-23,Norway,Australia,4,1,0,0
2018-03-23,Peru,Croatia,2,0,1,0
2018-03-23,Poland,Nigeria,0,1,0,0
2018-03-23,Portugal,Egypt,2,1,1,0
2018-03-23,Russia,Brazil,0,3,0,0
2018-03-23,Scotland,Costa Rica,0,1,0,0
2018-03-23,Senegal,Uzbekistan,1,1,1,0
2018-03-23,Serbia,Morocco,1,2,1,0
2018-03-23,Singapore,Maldives,3,2,0,0
2018-03-23,Tunisia,Iran,1,0,0,0
2018-03-23,Turkey,Ireland,1,0,0,0
2018-03-23,Ukraine,Saudi Arabia,1,1,1,0
2018-03-23,Uruguay,Czech Republic,2,0,1,0
2018-03-24,Angola,Zimbabwe,2,2,1,0
2018-03-24,Armenia,Estonia,0,0,0,0
2018-03-24,Botswana,Lesotho,1,0,0,0
2018-03-24,Canada,New Zealand,1,0,1,0
2018-03-24,Comoros,Kenya,2,2,1,0
2018-03-24,Georgia,Lithuania,4,0,0,0
2018-03-24,Israel,Romania,1,2,0,0
2018-03-24,Ivory Coast,Togo,2,2,1,0
2018-03-24,Kosovo,Madagascar,1,0,1,0
2018-03-24,Mauritania,Guinea,2,0,0,0
2018-03-24,Northern Ireland,Korea Republic,2,1,0,0
2018-03-24,Qatar,Syria,2,2,1,0
2018-03-24,Sweden,Chile,1,2,0,0
2018-03-24,Tahiti,New Caledonia,4,3,0,0
2018-03-24,Uganda,São Tomé and Príncipe,3,1,0,0
2018-03-24,Zambia,South Africa,0,2,0,0
2018-03-25,Barbados,Bermuda,0,0,0,0
2018-03-25,Dominican Republic,St. Kitts and Nevis,2,1,0,0
2018-03-25,Faroe Islands,Liechtenstein,3,0,1,0
2018-03-25,Gibraltar,Latvia,1,0,0,0
2018-03-25,Jamaica,Antigua and Barbuda,1,1,0,0
2018-03-25,Kuwait,Cameroon,1,3,0,0
2018-03-25,Martinique,Trinidad and Tobago,0,0,0,0
2018-03-25,Nicaragua,Cuba,3,3,0,0
2018-03-25,Thailand,Slovakia,2,3,0,0
2018-03-26,Albania,Norway,0,1,0,0
2018-03-26,Bulgaria,Kazakhstan,2,1,1,0
2018-03-26,China,Czech Republic,1,4,0,0
2018-03-26,Curaçao,Bolivia,1,0,0,0
2018-03-26,Finland,Malta,5,0,1,0
2018-03-26,Portugal,Netherlands,0,3,1,0
2018-03-26,Wales,Uruguay,0,1,1,0
2018-03-27,Afghanistan,Cambodia,2,1,1,0
2018-03-27,Algeria,Iran,1,2,1,0
2018-03-27,Armenia,Lithuania,0,1,0,0
2018-03-27,Australia,Colombia,0,0,1,0
2018-03-27,Azerbaijan,Macedonia,1,1,1,0
2018-03-27,Bahrain,Turkmenistan,4,0,0,0
2018-03-27,Belgium,Saudi Arabia,4,0,0,0
2018-03-27,Bosnia-Herzegovina,Senegal,0,0,1,0
2018-03-27,Burma,Macau,1,0,0,0
2018-03-27,Central African Republic,Kenya,3,2,1,0
2018-03-27,Denmark,Chile,0,0,0,0
2018-03-27,England,Italy,1,1,0,0
2018-03-27,Georgia,Estonia,2,0,0,0
2018-03-27,Germany,Brazil,0,1,0,0
2018-03-27,Greece,Egypt,1,0,1,0
2018-03-27,Hungary,Scotland,0,1,0,0
2018-03-27,Iraq,Syria,1,1,0,0
2018-03-27,Jordan,Vietnam,1,1,0,0
2018-03-27,Korea DPR,Hong Kong,2,0,0,0
2018-03-27,Kosovo,Burkina Faso,2,0,1,0
2018-03-27,Kyrgyzstan,India,2,1,0,0
2018-03-27,Laos,Bangladesh,2,2,0,0
2018-03-27,Lebanon,Malaysia,2,1,0,0
2018-03-27,Luxembourg,Austria,0,4,0,0
2018-03-27,Maldives,Bhutan,7,0,0,0
2018-03-27,Mexico,Croatia,0,1,1,0
2018-03-27,Moldova,Ivory Coast,1,2,1,0
2018-03-27,Mongolia,Mauritius,0,2,0,0
2018-03-27,Montenegro,Turkey,2,2,0,0
2018-03-27,Morocco,Uzbekistan,2,0,0,0
2018-03-27,Namibia,Lesotho,2,1,0,0
2018-03-27,Oman,Palestine,1,0,0,0
2018-03-27,Peru,Iceland,3,1,1,0
2018-03-27,Philippines,Tajikistan,2,1,0,0
2018-03-27,Poland,Korea Republic,3,2,0,0
2018-03-27,Romania,Sweden,1,0,0,0
2018-03-27,Russia,France,1,3,0,0
2018-03-27,Serbia,Nigeria,2,0,1,0
2018-03-27,Seychelles,Swaziland,0,0,0,0
2018-03-27,Slovenia,Belarus,0,2,0,0
2018-03-27,Spain,Argentina,6,1,0,0
2018-03-27,Switzerland,Panama,6,0,0,0
2018-03-27,Taiwan,Singapore,1,0,0,0
2018-03-27,Tanzania,Congo DR,2,0,0,0
2018-03-27,Tunisia,Costa Rica,1,0,1,0
2018-03-27,Uganda,Malawi,0,0,0,0
2018-03-27,Ukraine,Japan,2,1,1,0
2018-03-27,USA,Paraguay,1,0,0,0
2018-03-27,Yemen,Nepal,2,1,1,0
2018-04-01,Malaysia,Bhutan,7,0,0,0
2018-04-18,Trinidad and Tobago,Panama,0,1,0,0
2018-04-18,Zimbabwe,Botswana,0,1,0,0
2018-04-26,St. Kitts and Nevis,Jamaica,1,3,0,0
2018-04-30,Antigua and Barbuda,Jamaica,0,2,0,0
2018-05-08,Iraq,Palestine,0,0,0,0
2018-05-09,Algeria,Saudi Arabia,0,2,1,0
2018-05-11,Kuwait,Palestine,2,0,0,0
2018-05-15,Saudi Arabia,Greece,2,0,1,0
2018-05-19,Iran,Uzbekistan,1,0,0,0
2018-05-20,Jordan,Cyprus,3,0,0,0
2018-05-25,Kuwait,Egypt,1,1,0,0
2018-05-25,Kenya,Swaziland,0,1,0,0
2018-05-26,China,Burma,1,0,0,0
2018-05-27,Cameroon,Burkina Faso,0,1,1,0
2018-05-27,Niger,Central African Republic,3,3,0,0
2018-05-27,Madagascar,Mozambique,2,1,1,0
2018-05-27,Comoros,Seychelles,1,1,1,0
2018-05-28,USA,Bolivia,3,0,0,0
2018-05-28,Nigeria,Congo DR,1,1,0,0
2018-05-28,Kenya,Equatorial Guinea,1,0,0,0
2018-05-28,Portugal,Tunisia,2,2,0,0
2018-05-28,Italy,Saudi Arabia,2,1,1,0
2018-05-28,France,Ireland,2,0,0,0
2018-05-28,Mexico,Wales,0,0,1,0
2018-05-28,Turkey,Iran,2,1,0,0
2018-05-28,Korea Republic,Honduras,2,0,0,0
2018-05-28,Bosnia-Herzegovina,Montenegro,0,0,0,0
2018-05-28,Malawi,Mauritius,0,1,1,0
2018-05-28,Angola,Botswana,1,2,1,0
2018-05-29,Argentina,Haiti,4,0,0,0
2018-05-29,Albania,Kosovo,0,3,1,0
2018-05-29,Armenia,Malta,1,1,1,0
2018-05-29,Azerbaijan,Kyrgyzstan,3,0,0,0
2018-05-29,Peru,Scotland,2,0,0,0
2018-05-29,Panama,Northern Ireland,0,0,0,0
2018-05-29,Madagascar,Seychelles,1,1,1,0
2018-05-29,Comoros,Mozambique,0,3,1,0
2018-05-30,Japan,Ghana,0,2,0,0
2018-05-30,Central African Republic,Uganda,1,0,1,0
2018-05-30,Austria,Russia,1,0,0,0
2018-05-30,Malawi,Botswana,1,1,1,0
2018-05-30,Angola,Mauritius,1,0,1,0
2018-05-30,Estonia,Lithuania,2,0,0,0
2018-05-31,Ukraine,Morocco,0,0,1,0
2018-05-31,Romania,Chile,3,2,1,0
2018-05-31,Luxembourg,Senegal,0,0,0,0
2018-05-31,Mozambique,Seychelles,2,1,1,0
2018-05-31,Comoros,Madagascar,0,1,1,0
2018-05-31,Slovakia,Netherlands,1,1,0,0
2018-05-31,Ellan Vannin,Cascadia,4,1,1,0
2018-05-31,Barawa,Tamil Eelam,4,0,1,0
2018-05-31,Abkhazia,Tibet,3,0,1,0
2018-05-31,Northern Cyprus,Kárpátalja,1,1,1,0
2018-05-31,Székely Land,Tuvalu,4,0,1,0
2018-05-31,Padania,Matabeleland,6,1,1,0
2018-05-31,United Koreans in Japan,Western Armenia,0,0,1,0
2018-05-31,Panjab,Kabylia,8,0,1,0
2018-06-01,France,Italy,3,1,0,0
2018-06-01,Turkey,Tunisia,2,2,1,0
2018-06-01,Korea Republic,Bosnia-Herzegovina,1,3,0,0
2018-06-01,Czech Republic,Australia,0,4,1,0
2018-06-01,Algeria,Cape Verde,2,3,0,0
2018-06-01,Colombia,Egypt,0,0,1,0
2018-06-01,Malta,Georgia,0,1,1,0
2018-06-01,Botswana,Mauritius,6,0,1,0
2018-06-01,Angola,Malawi,0,0,1,0
2018-06-01,India,Taiwan,5,0,0,0
2018-06-02,El Salvador,Honduras,1,0,1,0
2018-06-02,Thailand,China,0,2,0,0
2018-06-02,England,Nigeria,2,1,0,0
2018-06-02,Montenegro,Slovenia,0,2,0,0
2018-06-02,Mexico,Scotland,1,0,0,0
2018-06-02,Sweden,Denmark,0,0,0,0
2018-06-02,Ireland,USA,2,1,0,0
2018-06-02,Belgium,Portugal,0,0,0,0
2018-06-02,Austria,Germany,2,1,0,0
2018-06-02,Niger,Uganda,2,1,0,0
2018-06-02,Iceland,Norway,2,3,0,0
2018-06-02,Zambia,Namibia,0,0,1,0
2018-06-02,Lesotho,Swaziland,1,0,1,0
2018-06-02,Latvia,Estonia,1,0,0,0
2018-06-02,Kenya,New Zealand,2,1,1,0
2018-06-02,Ellan Vannin,Tamil Eelam,2,0,1,0
2018-06-02,Barawa,Cascadia,1,2,1,0
2018-06-02,Abkhazia,Kárpátalja,0,2,1,0
2018-06-02,Northern Cyprus,Tibet,3,1,1,0
2018-06-02,Székely Land,Matabeleland,5,0,1,0
2018-06-02,Padania,Tuvalu,8,0,1,0
2018-06-02,United Koreans in Japan,Kabylia,0,0,1,0
2018-06-02,Panjab,Western Armenia,0,1,1,0
2018-06-03,Albania,Ukraine,1,4,1,0
2018-06-03,Saudi Arabia,Peru,0,3,1,0
2018-06-03,Spain,Switzerland,1,1,0,0
2018-06-03,Croatia,Brazil,0,2,1,0
2018-06-03,Costa Rica,Northern Ireland,3,0,0,0
2018-06-03,Barbados,Belize,0,0,0,0
2018-06-03,Andorra,Cape Verde,0,0,1,0
2018-06-03,South Africa,Madagascar,0,0,0,0
2018-06-03,Zimbabwe,Botswana,1,1,1,0
2018-06-03,Tamil Eelam,Cascadia,0,6,1,0
2018-06-03,Barawa,Ellan Vannin,2,0,1,0
2018-06-03,Abkhazia,Northern Cyprus,2,2,1,0
2018-06-03,Kárpátalja,Tibet,5,1,1,0
2018-06-03,Padania,Székely Land,3,1,1,0
2018-06-03,Tuvalu,Matabeleland,1,3,1,0
2018-06-03,Panjab,United Koreans in Japan,1,1,1,0
2018-06-03,Western Armenia,Kabylia,4,0,1,0
2018-06-04,Italy,Netherlands,1,1,0,0
2018-06-04,Serbia,Chile,0,1,1,0
2018-06-04,Slovakia,Morocco,1,2,1,0
2018-06-04,Armenia,Moldova,0,0,1,0
2018-06-04,India,Kenya,3,0,0,0
2018-06-05,Russia,Turkey,1,1,0,0
2018-06-05,Romania,Finland,2,0,0,0
2018-06-05,Luxembourg,Georgia,1,0,0,0
2018-06-05,Kazakhstan,Azerbaijan,3,0,0,0
2018-06-05,Martinique,French Guyana,3,0,0,0
2018-06-05,Lithuania,Latvia,1,1,0,0
2018-06-05,Taiwan,New Zealand,0,1,1,0
2018-06-05,South Africa,Namibia,4,1,0,0
2018-06-05,Swaziland,Botswana,0,2,1,0
2018-06-05,Matabeleland,Kabylia,0,0,1,0
2018-06-05,Abkhazia,Tamil Eelam,6,0,1,0
2018-06-05,United Koreans in Japan,Tuvalu,5,0,1,0
2018-06-05,Barawa,Northern Cyprus,0,8,1,0
2018-06-05,Padania,Panjab,2,0,1,0
2018-06-05,Kárpátalja,Cascadia,3,1,1,0
2018-06-05,Western Armenia,Székely Land,0,4,1,0
2018-06-06,Norway,Panama,1,0,0,0
2018-06-06,Czech Republic,Nigeria,1,0,1,0
2018-06-06,Belgium,Egypt,3,0,0,0
2018-06-06,Belarus,Hungary,1,1,0,0
2018-06-06,Zambia,Madagascar,1,0,1,0
2018-06-06,Lesotho,Zimbabwe,0,0,1,0
2018-06-07,England,Costa Rica,2,0,0,0
2018-06-07,Uruguay,Uzbekistan,3,0,0,0
2018-06-07,Portugal,Algeria,3,0,0,0
2018-06-07,Korea Republic,Bolivia,0,0,1,0
2018-06-07,Iceland,Ghana,2,2,0,0
2018-06-07,Guadeloupe,French Guyana,0,2,1,0
2018-06-07,India,New Zealand,1,2,0,0
2018-06-07,Tamil Eelam,Tuvalu,4,3,1,0
2018-06-07,Tibet,Kabylia,1,8,1,0
2018-06-07,Abkhazia,United Koreans in Japan,2,0,1,0
2018-06-07,Barawa,Panjab,0,5,1,0
2018-06-07,Cascadia,Western Armenia,4,0,1,0
2018-06-07,Northern Cyprus,Padania,3,2,1,0
2018-06-07,Kárpátalja,Székely Land,4,2,1,0
2018-06-08,Germany,Saudi Arabia,2,1,0,0
2018-06-08,Croatia,Senegal,2,1,0,0
2018-06-08,Switzerland,Japan,2,0,0,0
2018-06-08,Lithuania,Iran,0,1,1,0
2018-06-08,Poland,Chile,2,2,0,0
2018-06-08,Taiwan,Kenya,0,4,1,0
2018-06-09,Serbia,Bolivia,5,1,1,0
2018-06-09,Denmark,Mexico,2,0,0,0
2018-06-09,Sweden,Peru,0,0,0,0
2018-06-09,Hungary,Australia,1,2,0,0
2018-06-09,Estonia,Morocco,1,3,0,0
2018-06-09,Latvia,Azerbaijan,1,3,0,0
2018-06-09,Finland,Belarus,2,0,0,0
2018-06-09,Tunisia,Spain,0,1,1,0
2018-06-09,France,USA,1,1,0,0
2018-06-09,Matabeleland,Tamil Eelam,1,0,1,0
2018-06-09,Tibet,United Koreans in Japan,1,1,1,0
2018-06-09,Kabylia,Abkhazia,0,2,1,0
2018-06-09,Barawa,Western Armenia,0,7,1,0
2018-06-09,Panjab,Cascadia,3,3,1,0
2018-06-09,Padania,Székely Land,0,0,1,0
2018-06-09,Northern Cyprus,Kárpátalja,0,0,1,0
2018-06-10,Austria,Brazil,0,3,0,0
2018-06-11,Korea Republic,Senegal,0,2,1,0
2018-06-11,Belgium,Costa Rica,4,1,0,0
2018-06-12,Japan,Paraguay,4,2,1,0
2018-06-12,Poland,Lithuania,4,0,0,0
2018-06-14,Russia,Saudi Arabia,5,0,0,1
2018-06-15,Egypt,Uruguay,0,1,1,1
2018-06-15,Morocco,Iran,0,1,1,1
2018-06-15,Portugal,Spain,3,3,1,1
2018-06-16,France,Australia,2,1,1,1
2018-06-16,Argentina,Iceland,1,1,1,1
2018-06-16,Peru,Denmark,0,1,1,1
2018-06-16,Croatia,Nigeria,2,0,1,1
2018-06-17,Costa Rica,Serbia,0,1,1,1
2018-06-17,Germany,Mexico,0,1,1,1
2018-06-17,Brazil,Switzerland,1,1,1,1
2018-06-18,Sweden,Korea Republic,1,0,1,1
2018-06-18,Belgium,Panama,3,0,1,1
2018-06-18,Tunisia,England,1,2,1,1
2018-06-19,Colombia,Japan,1,2,1,1
2018-06-19,Poland,Senegal,1,2,1,1
2018-06-19,Russia,Egypt,3,1,0,1
2018-06-20,Portugal,Morocco,1,0,1,1
2018-06-20,Uruguay,Saudi Arabia,1,0,1,1
2018-06-20,Iran,Spain,0,1,1,1
2018-06-21,Denmark,Australia,1,1,1,1
2018-06-21,France,Peru,1,0,1,1
2018-06-21,Argentina,Croatia,0,3,1,1
2018-06-22,Brazil,Costa Rica,2,0,1,1
2018-06-22,Nigeria,Iceland,2,0,1,1
2018-06-22,Serbia,Switzerland,1,2,1,1
2018-06-23,Belgium,Tunisia,5,2,1,1
2018-06-23,Korea Republic,Mexico,1,2,1,1
2018-06-23,Germany,Sweden,2,1,1,1
2018-06-24,England,Panama,6,1,1,1
2018-06-24,Japan,Senegal,2,2,1,1
2018-06-24,Poland,Colombia,0,3,1,1
2018-06-25,Russia,Uruguay,0,3,0,1
2018-06-25,Saudi Arabia,Egypt,2,1,1,1
2018-06-25,Spain,Morocco,2,2,1,1
2018-06-25,Iran,Portugal,1,1,1,1
2018-06-26,Australia,Peru,0,2,1,1
2018-06-26,Denmark,France,0,0,1,1
2018-06-26,Nigeria,Argentina,1,2,1,1
2018-06-26,Iceland,Croatia,1,2,1,1
2018-06-27,Mexico,Sweden,0,3,1,1
2018-06-27,Korea Republic,Germany,2,0,1,1
2018-06-27,Serbia,Brazil,0,2,1,1
2018-06-27,Switzerland,Costa Rica,2,2,1,1
2018-06-28,Japan,Poland,0,1,1,1
2018-06-28,Senegal,Colombia,0,1,1,1
2018-06-28,England,Belgium,0,1,1,1
2018-06-28,Panama,Tunisia,1,2,1,1
2018-06-30,Uruguay,Portugal,2,1,1,1
2018-06-30,France,Argentina,4,3,1,1
2018-07-01,Spain,Russia,1,1,0,1
2018-07-01,Croatia,Denmark,1,1,1,1
2018-07-02,Belgium,Japan,3,2,1,1
2018-07-02,Brazil,Mexico,2,0,1,1
2018-07-03,Sweden,Switzerland,1,0,1,1
2018-07-03,England,Colombia,1,1,1,1
2018-07-06,Brazil,Belgium,1,2,1,1
2018-07-06,Uruguay,France,0,2,1,1
2018-07-07,Russia,Croatia,1,1,0,1
2018-07-07,Sweden,England,0,2,1,1
2018-07-10,France,Belgium,1,0,1,1
2018-07-11,England,Croatia,1,1,1,1
